region-centroid-col;region-centroid-row;region-pixel-count;short-line-density-5;short-line-density-2;vedge-mean;vegde-sd;hedge-mean;hedge-sd;intensity-mean;rawred-mean;rawblue-mean;rawgreen-mean;exred-mean;exblue-mean;exgreen-mean;value-mean;saturation-mean;hue-mean;binaryClass
?;?;?;0;0;2.22222;5.27407;2.55556;?;?;5.11111;?;9.44444;?;-4.77778;8.88889;9.44444;?;?;0
89;?;9;0;0;?;1.48518;?;?;14.0741;?;?;?;?;?;?;?;?;?;0
92;?;9;0;?;?;1.4363;?;?;?;87.2222;119.889;?;-39.8889;58.1111;?;119.889;0.272403;?;0
114;129;9;?;?;?;1.14342;0.777776;?;?;?;78;?;?;?;-22.2222;?;0.30598;?;0
145;90;?;?;?;?;0.577778;2;0.399999;?;23.6667;32.2222;18.6667;?;?;-18.5556;?;?;?;1
22;?;?;?;0;?;0;0;0;0;?;0;?;0;0;0;0;0;0;0
?;?;9;0;0;?;0.928958;1.33333;?;58.8889;50.6667;74.5556;?;?;47;?;74.5556;0.322931;?;0
7;?;?;0;0;?;0.729626;0.944445;?;?;133.333;147.556;?;-15.8889;26.7778;-10.8889;?;?;?;0
?;98;?;?;0;2;?;?;0.551853;?;?;?;13.3333;2.55556;9.88889;?;?;0.356724;?;1
?;99;9;0;?;3.05556;?;2.77778;?;?;3.44444;11.5556;?;-9.88889;14.4444;?;11.5556;?;-2.31888;0
?;?;9;?;0;?;?;?;1.18634;43.5185;?;56.3333;?;-20.2222;?;-18.2222;?;?;?;0
?;211;?;?;0;1.72222;?;1.61111;?;?;11.1111;?;17.7778;?;-4.22222;12.1111;?;?;2.29204;0
75;49;9;0;?;?;?;?;0.700002;?;?;143.111;?;-31.2222;47.1111;?;?;?;-2.29784;0
?;?;?;0;0;?;1.35674;1.11111;0.750309;?;53.5556;?;?;-20.3333;43.6667;-23.3333;?;?;?;0
?;145;?;?;0;0.555556;0.162963;?;0.062963;?;6.33333;?;?;?;?;-6.88889;?;0.564153;?;1
240;190;9;?;0;1.55556;0.750309;?;1.09545;20.1111;15.8889;?;?;?;?;20.3333;?;0.409309;?;0
195;161;9;0;0;2.11111;?;?;91.3222;41.4815;?;?;?;?;28.8889;?;?;0.294706;?;0
?;?;9;?;0;1.5;1.06979;3.55556;2.94895;?;?;?;18.4444;-3.77778;-6.44444;10.2222;18.4444;0.330665;?;0
104;122;?;0;?;0.444445;0.02963;0.5;?;6.40741;8.11111;7.22222;3.88889;5.11111;?;-7.55556;8.11111;?;?;1
102;30;9;0;?;?;?;?;0.772202;125.407;?;141;?;-30.8889;46.7778;-15.8889;141;?;-2.29599;0
?;229;?;?;0;?;0.785185;2.05556;?;10.9259;?;10.6667;14.6667;?;-0.777778;?;14.6667;0.496142;2.55746;0
?;133;9;?;?;0.666667;?;1.16667;0.211111;6.44444;?;?;3.66667;?;4.33333;-8.33333;8.22222;?;?;1
?;?;9;?;?;?;?;?;?;?;?;?;48.6667;-21.2222;44.1111;-22.8889;?;?;?;0
114;?;9;0.111111;0;?;1.31233;?;?;61.1111;52.4444;?;?;-26;47;-21;76.7778;0.31714;-2.16615;0
33;?;?;?;0;?;0.02963;0.111111;0.02963;0.037037;0;0.111111;0;-0.111111;?;?;0.111111;0.111111;-2.0944;0
?;124;9;?;?;0.5;0.122222;0.611111;0.062963;5.11111;6.88889;5.66667;?;5.33333;?;?;?;0.595899;-0.752669;1
?;?;?;0;0;?;0.118519;0.222222;0.118519;0.222222;?;?;0;?;1.33333;-0.666667;0.666667;0.333333;?;0
44;?;9;0;0;?;2.14649;2.11111;?;?;?;?;19.5556;-5.77778;-9.44444;?;?;?;1.9504;0
?;?;9;?;0;?;?;?;4.65556;?;18.1111;31.5556;?;?;26.4444;-12.5556;31.5556;0.429825;?;0
28;?;9;0;?;1.44444;1.4963;5.11111;?;?;26.8889;?;?;?;?;?;?;0.275863;?;0
179;?;?;?;0;?;2.3797;?;?;?;32;?;?;-14.3333;28.6667;-14.3333;46.3333;?;?;0
77;?;?;0;0;0.555556;0.172137;?;?;?;?;130.333;?;-41.1111;?;?;?;?;-2.38738;0
77;?;?;0;?;2.22222;?;2;?;?;?;?;18.5556;?;?;?;?;?;-1.61045;1
?;?;9;0;0;2.22222;?;2;5.91111;5.66667;2.55556;9.66667;4.77778;?;?;-2.66667;9.66667;0.760734;-2.41399;0
?;107;?;0;0;?;?;?;?;?;?;145.222;?;-23.6667;?;-11;?;0.13383;?;0
?;?;9;0;0;?;2.10741;?;?;?;20.5556;?;16.5556;-4.11111;?;?;28.6667;?;?;1
?;?;?;?;?;0.722222;?;0.944444;0.712326;?;?;2.77778;0.555556;?;4.88889;-1.77778;2.77778;0.977778;?;0
108;59;9;?;0;?;?;?;0.285185;?;116.556;?;?;-28.7778;42.8889;-14.1111;140.444;?;-2.30864;0
94;144;?;0;?;0.444444;0.118518;0.5;?;1.14815;?;?;0;-3.44444;?;-3.44444;3.44444;1;?;0
190;96;9;0;?;0.388889;?;0.944445;?;90.8148;?;?;?;-44.4444;74.5556;?;?;?;?;0
7;154;9;?;0.111111;?;3.83213;?;2.17818;50.7037;?;64;?;-18.4444;?;-21.4444;64;0.321345;?;0
64;?;9;0;?;?;0.918938;1;?;?;?;62.3333;?;?;34.6667;?;62.3333;0.294056;?;0
235;22;9;0;?;?;?;?;?;?;?;147.889;?;-16.5556;30.7778;?;?;?;?;0
?;?;?;0;0;0.5;?;?;0.207407;5.59259;7.11111;?;3;4.55556;3.22222;?;?;0.579365;?;1
?;?;?;0;?;3.38889;?;6.44444;59.4963;10.1852;?;15.5556;?;?;?;?;15.5556;?;-2.44804;0
?;122;?;0;?;?;?;6.11111;3.01601;?;?;?;29;?;?;?;44.3333;?;-2.07484;0
?;38;9;?;0;1.33333;?;?;2.29411;14.4444;10.1111;22;?;?;?;?;?;?;?;0
?;?;9;0.111111;0;1.61111;2.06296;0.333333;?;?;6.66667;12;?;?;10.8889;-5.77778;12;0.484805;-2.04495;0
5;?;9;?;?;?;1.67;4.44444;?;?;?;?;44.1111;?;?;-21.5556;64.3333;?;-2.0209;0
?;104;9;0;0;6.61111;1.42075;1;?;?;48.8889;?;?;?;41.4444;-20.8889;?;?;-2.08549;0
20;137;?;?;?;0.111111;0.02963;0.277778;?;?;?;?;0;?;1.33333;-0.666667;0.666667;?;?;0
?;95;?;?;?;?;?;?;0.72963;3.51852;?;7.22222;2.44444;?;?;?;7.22222;0.88955;-2.34899;0
?;62;9;?;0;?;?;?;?;6.40741;4.11111;?;3.66667;?;?;?;?;0.680808;?;0
?;110;9;0;?;4.88889;?;?;1.80944;34.1111;?;44.4444;?;-15;?;-16;?;?;?;0
49;?;9;0;0;?;0.421635;0.833333;?;?;114;141.556;?;-33.3333;49.3333;?;141.556;?;?;0
30;?;?;0;?;?;0.429629;1.5;1.27778;?;22.1111;31.3333;17.6667;-4.77778;?;-18.1111;31.3333;0.43596;-1.74883;1
189;68;9;?;?;1.11111;?;?;?;?;5.66667;10.3333;4.66667;?;?;?;?;0.534151;-1.78025;0
?;?;?;?;0;?;0.8;1.38889;0.951852;?;?;?;12.8889;4;?;-14.3333;21.1111;0.388756;?;1
?;?;9;0;?;2.22222;?;1.77778;0.785185;?;?;?;?;?;23;?;?;?;?;1
27;?;9;0;0;?;?;?;?;?;?;139.444;120.778;-28.6667;42.3333;?;139.444;?;-2.31423;0
137;182;9;0;0;?;?;3.61111;9.21852;?;?;?;?;?;?;-13.4444;?;?;?;0
119;?;9;0.111111;0;?;2.08433;6.16667;2.32618;?;52.5556;?;?;-21;45.6667;?;?;?;?;0
?;?;9;0;0;?;?;0.166667;0.033333;1.92593;1;?;0.333333;-2.77778;7.55556;?;?;?;?;0
?;?;9;?;0;?;?;?;?;48.8519;43.2222;?;?;-16.8889;35.4444;-18.5556;?;0.300363;-2.06304;0
?;?;9;?;?;?;?;6.83333;?;30.7778;27.5556;?;?;?;?;-11.6667;?;0.276726;-2.04631;0
?;?;?;0;?;1.66667;1.57762;4.33333;2.97396;8.74074;?;?;6.66667;?;?;?;13.1111;0.547103;-2.05612;0
94;246;?;0;0;2.33333;1.61933;?;?;?;?;?;?;?;-9.44444;21.2222;29.8889;?;2.15891;0
?;121;9;?;?;0.277778;0.062963;0.111111;0.074074;1.14815;?;3.33333;?;-3.44444;?;?;?;1;?;0
178;35;?;?;?;0.444445;?;0.388889;0.250924;?;?;19.2222;?;-9.44444;?;-7.77778;19.2222;0.459288;?;0
?;?;9;0;?;?;14.3444;?;?;21.4444;?;30;17.4444;?;25.6667;-12;30;?;-2.1343;0
80;77;9;?;?;?;1.06284;0.666667;?;?;51.1111;?;52.2222;-24;?;-20.6667;?;?;-2.14305;0
96;84;?;?;0;1.5;1.27778;?;?;23.8519;23.5556;30;?;?;18.4444;?;30;0.398791;?;1
219;176;9;0;0.111111;2.11111;?;?;?;60.2963;?;?;?;-20.8889;?;?;?;?;-2.03065;0
52;?;?;0;0;?;1.42222;?;0.951853;?;?;?;24.6667;?;-3.11111;?;24.6667;0.396458;2.45184;0
?;?;?;?;0;8.38889;4.57732;0.722222;?;31.7037;?;41;26.7778;?;27.8889;?;?;0.351273;?;0
77;?;9;0;?;?;?;2.16667;1.97484;?;44.2222;?;?;-12.5556;32.7778;?;?;0.297431;-1.94042;0
104;124;?;?;?;0.611111;0.151852;?;0.311111;6.18518;?;?;3.55556;4.44444;?;-7.88889;?;0.550044;-0.95784;1
?;61;9;0.111111;?;?;3.18518;3.11111;7.18518;?;18.6667;24.2222;14;?;15.7778;?;?;?;-1.59121;1
76;134;9;?;?;?;?;1.44444;?;?;41.8889;?;?;?;?;-21.4444;?;?;-2.08691;0
?;115;?;?;?;2.44444;1.57292;5;2.93636;7.55556;?;12.8889;6.22222;?;?;?;?;0.767235;-2.39099;0
?;?;?;?;?;0.5;0.611111;10.7778;131.807;7.2963;?;?;5.55556;-5.88889;?;-5.22222;?;0.5;?;0
220;149;9;?;0;?;0.172133;0.111111;?;0.037037;0;0.111111;?;?;?;?;?;0.111111;?;0
?;80;?;?;?;1.83333;4.3;1.83333;1.1;?;?;12.4444;?;?;16.1111;-3.55556;12.4444;0.775282;?;0
101;130;?;0;0;?;0.240741;?;0.577778;?;7.44444;6.66667;3.22222;?;?;?;7.55556;?;?;1
83;?;?;0;?;?;0.459468;0.666666;0.516398;19.5926;15.2222;28.4444;15.1111;?;26.5556;-13.4444;?;0.472764;-2.08608;0
213;?;?;0;0;1.05556;?;?;?;?;?;?;?;-38.3333;?;-13;?;?;?;0
?;117;?;0;0;?;0.928958;?;0.860663;39.037;33.5556;49.7778;?;?;?;?;?;?;?;0
?;174;9;0;0;?;0.062963;1.72222;?;?;10.8889;?;17;?;-2.77778;10.5556;?;0.359296;?;0
244;82;?;?;0;0.611111;?;2.72222;2.53348;15.5185;11.6667;22.4444;?;-11.5556;?;?;22.4444;0.481601;-2.17063;0
10;?;9;?;0;2.61111;1.30668;?;?;?;46;?;45.4444;-18.3333;38.3333;-20;64.8889;0.299285;-2.06335;0
19;?;?;0;?;?;2.82963;?;0.862964;?;20.5556;26.6667;15.8889;?;?;-15.4444;26.6667;?;-1.63442;1
104;?;9;0;0;?;?;?;?;?;?;129.333;108;-39.3333;?;?;129.333;?;-2.40455;0
?;194;?;?;?;?;?;?;?;49.7407;?;?;?;-15.8889;?;?;?;0.300853;?;0
?;15;9;0.111111;0;?;1.05185;?;2.16297;?;119.667;145.333;?;-31.4444;?;-14.1111;?;0.176494;-2.32497;0
123;194;9;0;?;?;1.78471;?;?;?;54.3333;?;?;-19.4444;42.2222;-22.7778;74.8889;0.292382;-2.03361;0
?;99;9;0;?;?;0.82963;1;0.355556;2.03704;0.111111;?;0.444444;?;?;?;5.55556;0.986111;?;0
58;?;9;0;?;1.61111;?;1.5;1.27777;?;?;?;126.111;-26.7778;38.2222;-11.4444;?;?;-2.34076;0
?;?;9;0;?;?;0.833333;1.05556;0.951852;?;0.111111;?;0.333333;-3.33333;?;?;3.22222;?;?;0
228;20;9;0;0;1.05555;?;?;?;?;114;140.556;?;?;46.6667;-13.6667;140.556;?;?;0
?;222;9;0.111111;0;1.5;0.477778;1.77778;?;14;10.7778;?;17.5556;-9.66667;-1;10.6667;17.5556;?;?;0
162;94;9;0;?;9.61111;39.2629;0.555556;?;15.3704;10.6667;?;11.6667;?;?;-11.1111;23.7778;0.599594;-2.14276;0
161;136;?;?;0;0.611111;?;?;0.074074;5.62963;7.11111;6.44444;3.33333;4.44444;?;-6.88889;?;?;-0.896533;1
217;23;?;0;0;?;?;?;?;124.444;?;?;?;-37.6667;51.6667;-14;?;?;-2.37055;0
73;31;?;0;?;0.555556;?;0.888889;0.344265;?;115.556;143.111;?;-33.8889;48.7778;?;143.111;?;?;0
?;15;9;0;0;0.444445;?;?;0.118519;?;?;150.111;?;-19.3333;28;?;?;?;-2.32847;0
227;?;?;0;?;?;?;?;1.01105;38.7778;?;?;33.8889;-16.6667;31.3333;-14.6667;?;0.325768;-2.12952;0
42;57;9;?;?;1.38889;?;?;0.365148;65.7037;?;?;?;?;41.2222;-22.4444;79.4444;?;?;0
?;?;?;0;0;5.77778;?;?;?;?;52.4444;76.4444;54.1111;?;?;?;76.4444;0.313235;-2.16179;0
?;114;9;?;?;0.944445;0.507408;0.333334;?;?;21;?;21.7778;-14.4444;?;-12.1111;?;0.393927;?;0
13;149;?;?;?;?;0.785185;1;1.24444;?;4.11111;8.77778;?;-4.22222;?;-5.55556;8.77778;?;?;1
?;48;9;0;?;?;0.250925;0.277777;0.250924;?;35.4444;52.4444;34.6667;?;?;?;52.4444;0.339117;?;0
103;216;?;?;0;0.888889;0.651852;?;?;14.5556;?;?;19.1111;-11;-2.66667;13.6667;?;0.431696;2.44755;0
?;182;9;0;0;?;3.85556;?;?;34.9259;?;42.8889;30.4444;?;?;-13.4444;?;?;?;0
103;?;9;?;?;0.666667;0.699205;1.33333;?;?;?;?;?;-37.3333;?;-15;126.222;?;-2.35544;0
?;161;9;?;?;?;?;?;99.6333;?;?;?;?;?;27.8889;-11.4444;?;?;-2.39557;0
?;?;9;?;0;?;1.4707;1.5;?;?;45.2222;61;43;-13.5556;33.7778;?;61;?;-1.9657;0
226;110;?;?;0;0.333333;?;0.5;0.211111;1.66667;0.111111;?;?;?;8.33333;?;4.44444;0.977778;?;0
?;?;?;0;0;?;?;?;0.620633;19.6667;?;?;?;?;?;12.6667;23.8889;?;?;0
98;135;9;?;?;0.611111;?;1.05556;0.374074;?;?;6.44444;?;?;?;-7.44444;7.44444;0.565476;-0.787376;1
?;?;?;?;0;0.833333;0.809664;2.55556;1.25904;?;?;?;24.5556;-11.5556;-7.88889;19.4444;24.5556;0.425213;2.22401;0
141;163;?;?;?;0.777777;0.429631;?;?;40.7037;35.2222;48.8889;?;?;24.5556;?;?;?;?;0
?;?;?;?;0;?;1.04172;2.61111;?;19.8889;?;17.1111;?;-11.6667;-8.33333;?;?;0.403522;2.20441;0
?;194;?;?;?;2.27778;?;2.27778;?;?;?;17.8889;26.1111;-10.8889;-6.88889;?;26.1111;0.37213;2.22438;0
?;237;?;?;0;?;1.15556;?;0.785185;7.48148;?;5.11111;?;?;-7.11111;11.2222;11.2222;0.557235;?;0
?;35;9;0;?;?;0.133333;?;0.107407;?;?;122.556;?;-46.2222;71.4444;?;?;?;?;0
?;73;9;0;?;8.22222;6.27399;?;7.6809;46.6667;?;?;?;?;?;?;?;0.549032;?;0
?;122;?;0;?;0.833333;?;11.4444;90.8296;?;?;?;34.3333;-10.3333;25;-14.6667;?;?;-1.98503;0
4;87;9;?;?;?;3.09629;2.72222;?;?;18.2222;21;?;?;?;-13.6667;?;0.391731;?;1
95;?;9;0.111111;?;0.722222;0.107408;?;1.14074;21.0741;21.6667;26;15.5556;1.77778;14.7778;-16.5556;26;0.401042;-1.47702;1
102;?;9;?;0;2.27778;2.12307;?;?;39.3333;35.5556;?;?;?;24.3333;?;?;?;?;0
35;?;9;?;?;?;14.9676;9.83333;?;9.51852;7.33333;?;9;?;?;-1.55556;?;?;?;0
227;?;9;0.111111;?;?;2.23855;?;?;?;?;58.5556;?;-14.8889;32.4444;?;?;?;?;0
?;?;?;?;0;?;0.162963;0.444444;?;?;6.66667;6;2.66667;?;?;-7.33333;6.77778;0.608466;?;1
?;?;?;?;?;2.27778;4.01852;2.33333;1.68889;?;2.22222;11.8889;4.66667;?;16.8889;?;11.8889;?;-2.345;0
?;201;9;?;?;0.611111;?;?;0.800462;10.6667;8.66667;?;?;?;?;?;16.3333;0.570851;1.90926;0
15;?;9;?;0;0.444444;0.118518;0.444444;?;4.55556;6;5.33333;2.33333;?;?;?;6;?;-0.853547;1
?;?;?;?;?;0.555555;?;?;0.118519;?;?;?;3.33333;4.44444;3.11111;?;?;?;?;1
?;185;9;?;?;?;1.76908;?;?;47.8148;?;58.2222;41.3333;?;31.2222;-19.4444;?;0.289144;?;0
?;177;?;?;?;?;?;?;?;32.4444;28.4444;?;?;-12;23.6667;?;?;0.296365;-2.12124;0
?;?;9;?;?;?;0.88889;2.44444;3.18518;?;?;25.8889;14.5556;?;?;-16.3333;?;?;-1.6232;1
4;201;9;0;0.222222;?;1.67885;5.22222;?;53.7037;47.1111;?;?;-19.7778;?;-20.7778;?;0.308859;-2.07523;0
22;?;9;0;0;?;0.107407;0.333333;0.133333;?;?;7;?;?;4.11111;-7.55556;7.33333;0.575397;?;1
187;89;?;?;?;1.77778;?;0.944444;0.800463;5.03704;?;9.55556;2.66667;-6.44444;?;-7.11111;?;0.740904;-2.06534;0
?;?;?;0;0;0.777777;?;?;4.95947;?;40.5556;46.3333;?;?;14.1111;-10.8889;46.3333;0.178875;?;0
79;28;9;?;?;4.27778;3.7619;?;?;?;?;79.1111;54.6667;?;50.1111;-23.2222;?;?;-2.14451;0
152;?;9;0;0;0.777777;?;?;?;?;97.2222;130.444;?;-44.6667;55;?;?;0.254668;-2.45498;0
?;?;9;0;?;?;0.074074;0.5;0.211111;?;?;24.1111;12.4444;?;?;-11;24.1111;?;-2.14907;0
129;176;9;0;0;1.44444;0.655462;2.72222;?;22.7407;?;?;29;?;-8.88889;18.7778;29;?;2.1269;0
?;80;9;?;0;2.05556;?;?;1.08355;?;?;20.3333;11.7778;?;?;-8.11111;20.3333;0.43286;-2.1389;0
?;63;9;0;0;0.999997;?;6.22222;?;?;?;?;?;-38.7778;52.8889;?;?;?;?;0
37;124;9;0;0.111111;?;?;?;?;54.3333;49.4444;?;48.3333;?;32.6667;-18;65.2222;0.258543;-2.03008;0
?;195;9;0;0;?;?;?;?;47.9259;42.5556;59.2222;42;-16.1111;?;?;?;0.291875;?;0
67;40;?;?;0;?;0.516397;?;?;?;95.3333;129;?;?;?;-12.7778;129;0.260966;-2.41946;0
?;79;9;?;?;1.94444;2.45327;4.77778;3.48754;?;10.5556;20.5556;?;-10.8889;?;?;?;?;-2.17584;0
?;?;?;?;?;0.555555;?;0.666667;1.33333;1.11111;?;3;0.222222;?;5.66667;-2.66667;3;0.986111;?;0
?;135;9;0;0;?;0.207407;0.666667;0.355555;?;?;?;2;?;?;?;?;0.647222;?;1
?;?;?;0;?;?;2.21111;1.83333;1.01111;?;?;24.6667;14.5556;?;14.4444;-15.8889;?;?;?;1
?;?;9;0;0;?;?;0.611111;?;?;111.778;138.889;?;-34.2222;47.1111;-12.8889;138.889;?;-2.3685;0
139;?;9;0;0;2;0.632455;?;?;?;52.2222;73.4444;?;-20.7778;?;-22.1111;73.4444;?;-2.07387;0
127;57;9;0.111111;?;0.944444;?;1.61111;?;?;113;140.333;?;-33.7778;48.2222;?;?;?;-2.34116;0
236;?;9;0;?;?;?;?;?;45.8889;?;?;?;-19;?;?;?;?;-2.09948;0
243;41;9;0;0;?;?;?;0.151852;?;?;145.889;131.333;-20.3333;?;?;?;?;-2.27023;0
?;?;?;0;0;1.22222;1.24127;?;0.172133;18.9259;?;26.8889;15.3333;-13.1111;?;-10.7778;?;?;-2.16091;0
?;115;?;0;?;?;0.32963;?;0.033333;?;?;?;?;-2.33333;5;?;?;?;-2.06554;0
?;134;?;?;0;?;?;?;?;?;1;?;0.666667;-3.33333;?;?;4.66667;?;-2.01314;0
51;?;9;?;?;?;0.162963;?;?;?;116.222;141.667;?;-30.6667;45.6667;-15;?;?;-2.30766;0
?;?;?;?;0;5.22222;?;?;0.490653;?;?;36.8889;24.6667;?;?;-12.7778;36.8889;0.331128;-2.04846;0
8;?;9;0;0;1.66667;0.788811;1.38889;?;?;13.3333;?;19.8889;?;-9.66667;14.6667;?;0.408885;1.9053;0
?;199;?;?;?;1.27778;?;?;?;?;?;?;?;?;?;?;17.8889;0.378473;?;0
150;?;9;?;?;2.16667;?;?;?;8.44444;7;?;6.11111;-4.33333;11.3333;-7;12.2222;?;-1.94345;0
?;?;9;?;0;?;?;?;1.71852;?;24.6667;34.4444;19.7778;-4.88889;24.4444;?;34.4444;?;?;1
17;?;?;0;0;?;?;2.16667;?;?;50.8889;?;?;?;?;-22.7778;71.2222;?;?;0
?;141;9;?;?;1.55556;0.740741;0.444444;0.118518;?;3.11111;8.77778;?;?;11.4444;-5.88889;8.77778;?;-2.07507;0
?;221;9;0;0;1.38889;1.48518;1.44444;?;14.0741;10.6667;?;?;?;?;?;?;0.446012;?;0
181;87;9;0;?;?;?;?;?;135.407;?;146.444;131.889;?;33.1111;?;?;?;-2.31287;0
182;134;?;?;?;?;?;?;0.062963;5.88889;7.66667;?;?;?;?;?;?;?;?;1
29;18;9;0.222222;?;0.777777;?;?;?;?;?;86.1111;?;?;53.4444;?;86.1111;?;-2.12364;0
164;?;9;0;0;?;?;?;?;101.926;?;124.556;?;-41.4444;?;?;?;0.292503;-2.23832;0
128;116;?;0;0;0.777778;0.696296;0.833333;0.922222;?;?;5;0.666667;-5.22222;9.11111;-3.88889;5;?;-2.16343;0
80;?;9;0;0;?;?;0.722223;?;?;?;129;?;-43.4444;?;?;?;?;-2.43469;0
241;135;9;?;?;?;0.02963;?;?;0.148148;0;0.444444;0;?;?;-0.444444;?;0.333333;-2.0944;0
51;?;9;0;0;?;0.285185;?;0.785184;?;?;145.333;?;-27.6667;39.3333;-11.6667;145.333;?;-2.34104;0
202;182;?;0;0;?;?;?;?;55.0741;49.5556;?;?;-16.5556;39.1111;?;?;?;?;0
93;29;9;0;?;?;1.22964;1.38889;1.57408;?;119;142.778;?;-28.4444;?;?;142.778;?;?;0
174;?;9;?;0;?;?;?;?;31.6296;?;43.6667;27;-22.2222;?;-13.8889;?;0.445039;?;0
?;154;?;?;0;0.444444;?;?;?;1.85185;?;?;?;-0.888889;3.44444;-2.55556;?;?;-1.90593;0
18;?;?;?;0;1.55556;1.96261;1.88889;1.74696;?;1.22222;5.66667;?;?;8.22222;?;5.66667;?;-2.22949;0
78;?;?;0;0;?;2.65623;?;?;?;51.4444;?;49.2222;-15;36.6667;-21.6667;?;0.28043;-1.96946;0
228;90;?;0;?;?;?;?;2.46456;16.8519;?;?;13.2222;-11.8889;?;?;?;0.475549;-2.12273;0
?;236;9;?;0;0.5;0.255556;?;?;16.5926;?;?;22.2222;-11.1111;?;?;22.2222;0.419597;?;0
236;42;9;0;0;?;?;?;1.44075;?;128.111;146.444;?;?;?;?;?;0.125137;?;0
235;?;9;0;?;?;?;?;0.607412;?;?;122;?;?;72.2222;?;?;?;-2.24824;0
?;?;?;?;?;0.388889;0.107407;0.333333;0.133333;?;?;?;3.11111;?;4.11111;?;?;0.575397;-1.09962;1
?;?;9;?;?;0.611111;?;?;0.3;?;0;3.88889;0.222222;-4.11111;?;?;3.88889;1;-2.13034;0
?;117;9;?;?;?;0.151852;0.5;?;?;?;7.44444;3.33333;3;?;?;7.44444;?;-1.17969;1
?;?;9;0;?;?;?;?;?;?;50.6667;73.4444;51;?;?;-22.1111;?;0.317014;-2.10205;0
14;?;9;?;?;0.555555;0.785184;1.05556;?;?;18.8889;24.7778;?;?;16.3333;-15;24.7778;0.419248;-1.62339;1
84;62;9;0;0;0.722222;0.490653;0.944443;0.772202;?;?;76.2222;?;?;?;-22.7778;?;0.303179;?;0
63;?;9;?;0;?;?;3.44444;?;?;?;?;51.3333;-18.1111;39.5556;-21.4444;?;0.287107;?;0
189;48;9;0;?;?;?;4.66667;4.30504;?;?;?;?;-9.88889;?;-13.5556;49.8889;0.245241;?;0
187;106;9;?;?;4.05556;12.3296;7;53.2444;37.7037;?;45.7778;?;?;?;-13.4444;?;?;?;0
21;53;9;?;?;0.888889;?;?;?;?;?;27.4444;16.3333;-2;?;-15.6667;27.4444;0.404138;-1.66218;1
84;200;?;0;0;?;2.70322;?;?;?;50.6667;?;49.1111;-18;40.6667;-22.6667;70.2222;?;-2.01537;0
?;224;9;?;0;?;2.55966;3.05556;?;?;15.4444;?;?;-14.4444;-7.44444;?;?;?;2.30415;0
86;?;9;0;?;1.16667;0.611111;?;?;?;?;130.556;?;-39.3333;62;?;130.556;?;?;0
?;236;9;0.111111;0;?;?;2;?;?;?;?;17.2222;?;-5.22222;14.1111;17.2222;0.447247;?;0
?;245;?;?;?;?;0.922223;?;?;16.1111;11.8889;?;?;?;?;?;?;?;2.43278;0
6;?;?;?;?;0.111111;0.02963;0.111111;0.02963;0.074074;0;?;0;?;?;-0.222222;0.222222;0.222222;?;0
?;122;?;?;0;?;1.18634;1.77778;?;?;51.5556;?;?;-27.5556;52.4444;?;?;?;-2.12842;0
201;?;?;?;?;4.27778;3.05808;0.444445;0.403687;?;9.77778;20.8889;10.5556;-11.8889;21.4444;-9.55556;?;?;-2.16287;0
?;122;?;0;?;1.72222;?;?;7.57407;2.25926;?;5.22222;?;-5.11111;?;-3.77778;5.22222;0.960317;?;0
?;160;?;?;0;?;?;1.55556;2.74074;42.8148;36.4444;?;?;-19.1111;37.5556;?;55.3333;?;?;0
?;?;?;?;?;8.38889;?;0.722222;?;?;?;41;?;-13.1111;?;?;?;0.351273;-2.04654;0
196;241;?;0;0;1.55556;?;?;?;8.25926;?;?;11.8889;-7.11111;?;10.8889;11.8889;0.50946;?;0
?;201;?;?;0;?;?;0.944444;0.551852;7.77778;6.22222;?;?;?;-6.66667;?;11.5556;0.543201;1.98299;0
45;?;9;?;0;2.16667;3.72222;?;?;18.6667;14.6667;?;?;?;-4.66667;?;24.2222;0.400872;?;0
23;?;?;0;?;2;3.2;2.94444;1.04074;?;?;27.3333;?;?;?;-14.7778;?;?;?;1
?;?;9;?;0;?;0.95258;9.22222;?;?;41;47.7778;?;?;?;?;?;0.184999;?;0
44;?;?;?;0;0.611111;?;?;?;?;102.667;132.333;106.556;-33.5556;?;?;132.333;?;?;0
248;?;?;0;?;?;?;?;3.76667;43.9259;?;57.1111;?;-20.4444;?;?;?;0.354037;?;0
?;?;?;?;0;0.5;0.408248;1.83333;0.547723;16.6667;?;25.7778;12.3333;-14.3333;27.3333;-13;25.7778;?;?;0
?;?;9;0;0.111111;?;2.01568;?;?;?;?;68;?;?;39.4444;?;68;?;-2.03351;0
68;?;?;0;?;1.5;3.23333;1.11111;1.8963;?;0.333333;?;0.777778;-4.88889;?;-3.55556;4.77778;0.969136;?;0
?;?;9;0;0;?;0.418519;?;0.655558;?;?;132.556;?;-38.4444;?;-23.1111;132.556;0.25142;-2.25567;0
139;?;9;0;?;0.666667;?;?;?;?;?;149.889;?;-17.2222;?;?;?;?;-2.23289;0
?;162;?;0.111111;?;?;?;2;0.888889;10.037;?;?;?;-6.11111;13.5556;-7.44444;14.5556;0.479931;?;0
68;?;9;?;?;2.77778;2.02941;?;1.99629;?;?;?;?;?;?;-15.1111;31.1111;0.54583;-2.06017;0
?;?;9;?;?;3.55556;?;?;1.30668;28.8519;?;36.7778;24.8889;-11.8889;23.7778;?;?;?;-2.09439;0
