attr1,attr2,attr3,attr4,attr5,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr47,attr48,attr49,attr6,attr23,attr46,outcome
60.0,?,49.27,660.45,73.0,56.0,?,884.0,?,?,?,0.24,?,0.22,0.06,51.29,?,?,?,?,47.66,1.18,?,?,4.66,-0.27,?,?,-0.33,1.09,0.0,1.09,6.0,450.0,?,?,99.0,?,402.49,?,90.0,?,?,5813.23,66.22,5.95,?,0.0,?,0
61.0,?,?,?,127.0,60.77,?,1138.0,0.21,92.5,?,?,0.24,0.15,0.09,?,?,?,?,?,47.66,1.28,?,0.97,4.66,0.24,1.61,-1.92,?,1.22,?,?,?,720.0,?,12.3,?,?,381.84,127.28,?,?,9.0,?,?,5.89,105300,0.0,0.0,0
?,?,?,587.29,176.0,?,?,1408.0,?,?,0.19,?,?,0.19,?,29.51,?,?,0.19,?,?,1.25,?,?,?,?,4.14,?,?,1.22,?,1.22,?,?,?,10.2,99.0,?,?,360.0,?,109.0,2.57,4618.72,?,?,?,?,0.0,0
?,11.0,?,193.18,167.0,?,9.23,?,0.22,?,0.29,0.34,?,?,0.08,?,8.92,?,0.29,0.34,?,?,204.34,?,4.66,?,1.64,-2.2,?,1.23,0.0,1.23,?,450.0,0.01,?,?,?,?,?,?,51.96,2.67,13061.31,65.6,6.42,89100,0.0,0.0,0
?,14.0,?,215.5,?,?,7.51,1085.0,?,104.5,?,0.32,0.35,0.28,0.08,16.56,?,0.32,?,0.32,?,0.93,?,0.97,?,?,?,?,-0.31,1.23,?,1.23,8.0,?,?,10.38,99.0,?,?,?,?,73.48,1.91,12646.39,65.66,6.6,113400,?,0.0,0
?,11.0,47.64,216.45,139.0,?,15.09,831.0,0.31,107.2,0.25,?,?,0.21,?,?,?,?,0.26,0.27,?,1.01,?,?,4.66,?,1.95,?,?,?,0.0,?,?,?,?,7.75,?,67.0,?,127.28,127.28,0.0,?,12589.16,65.64,6.4,89100,0.0,0.0,0
?,10.0,76.5,?,143.0,?,?,778.0,0.34,104.1,0.3,0.32,?,?,?,12.94,9.96,?,0.3,0.32,?,?,204.34,?,4.66,1.39,4.1,?,?,1.09,0.0,1.09,?,?,0.01,7.47,99.0,?,?,?,?,0.0,0.0,7133.13,?,?,81000,0.0,?,0
?,?,?,614.92,95.0,50.58,15.51,?,?,?,?,?,0.45,0.34,?,?,?,?,0.3,0.4,?,1.06,204.34,?,4.66,?,?,-3.26,-0.41,?,0.0,1.09,?,?,?,?,?,67.0,?,180.0,?,?,?,17382.04,66.28,6.98,?,0.0,0.0,0
?,11.0,?,?,?,63.45,19.61,937.0,0.31,95.1,0.28,0.28,?,?,?,?,?,?,?,?,?,1.33,204.34,?,?,?,?,?,?,1.22,0.0,1.22,?,630.0,0.01,?,?,?,?,?,?,?,?,?,66.13,6.37,?,0.0,?,0
?,?,?,592.89,?,53.68,7.55,?,?,137.8,0.21,0.24,?,0.18,?,49.31,21.5,0.39,0.19,?,?,1.13,204.34,0.97,?,?,4.39,?,?,1.09,0.0,1.09,?,?,0.0,?,99.0,?,402.49,324.5,?,139.5,2.06,?,66.16,6.23,153900,?,?,0
?,10.0,?,387.0,?,53.0,11.76,794.0,?,?,?,?,?,?,?,?,17.7,?,?,?,?,1.11,204.34,?,4.66,?,?,?,?,1.09,?,1.09,6.0,?,0.01,?,?,67.0,402.49,?,112.5,?,3.58,8415.69,65.85,6.15,81000,?,?,0
71.0,?,?,335.33,?,54.07,10.71,884.0,?,?,?,?,0.33,?,?,?,?,0.39,0.22,?,?,1.13,204.34,?,4.66,1.2,5.42,?,-0.46,1.1,0.0,1.1,7.0,?,0.0,?,?,?,?,284.6,161.15,?,?,15102.0,?,6.84,121500,?,0.0,0
72.0,10.0,?,530.8,?,?,?,?,0.1,104.1,?,0.21,?,0.16,?,?,?,?,?,?,?,1.15,204.34,?,4.66,?,?,?,-0.41,?,0.0,?,?,?,0.01,?,?,67.0,254.56,?,63.64,?,?,?,66.07,6.27,?,?,0.0,0
?,13.0,33.62,624.15,128.0,55.54,?,?,?,116.4,?,0.22,?,0.2,?,33.53,21.62,?,0.19,0.22,?,?,204.34,?,4.66,?,?,-2.28,?,1.09,0.0,1.09,6.0,?,?,7.78,99.0,?,?,?,127.28,0.0,?,4633.74,?,5.94,105300,0.0,?,0
?,11.0,?,?,105.0,57.45,?,831.0,0.17,107.2,?,0.23,0.28,?,0.09,40.25,20.5,0.42,?,?,?,?,204.34,?,4.66,1.18,?,?,?,?,?,1.22,?,?,?,?,99.0,67.0,?,?,150.0,51.96,1.9,?,65.87,?,89100,0.0,0.0,0
75.0,?,22.69,451.69,150.0,56.77,?,921.0,?,114.3,?,0.18,?,0.13,?,54.06,31.85,?,?,?,?,1.19,?,?,4.66,-1.08,?,-2.2,-0.43,1.22,?,1.22,9.0,?,0.01,?,99.0,?,?,254.56,169.71,73.48,1.91,6190.5,?,?,105300,0.0,?,0
?,11.0,145.27,?,81.0,57.82,12.07,831.0,?,107.2,0.24,?,?,?,?,?,?,?,0.23,0.3,47.66,1.21,?,?,4.66,1.08,?,-1.65,-0.36,?,0.0,1.09,?,?,0.0,?,?,?,?,180.0,150.0,?,1.8,?,66.15,?,89100,0.0,0.0,0
?,?,25.1,444.2,?,59.7,10.48,831.0,0.18,97.5,0.2,0.21,0.23,0.19,?,29.47,?,?,?,?,?,1.25,204.34,?,4.66,0.91,2.15,?,-0.38,1.22,?,?,8.0,540.0,?,?,99.0,?,284.6,?,?,51.96,?,6352.58,?,6.1,?,?,?,0
?,?,?,644.0,?,60.5,21.19,?,0.35,105.5,0.29,?,?,0.26,?,?,?,?,0.29,0.29,?,1.27,?,0.97,4.66,?,?,-1.61,?,1.22,0.0,1.22,9.0,?,0.01,8.73,99.0,?,?,?,?,51.96,?,6721.82,?,6.27,97200,?,?,0
79.0,13.0,?,?,139.0,61.69,11.76,921.0,0.19,?,?,?,?,0.17,0.14,40.02,?,?,?,?,?,1.29,?,0.97,?,?,?,?,?,1.22,?,1.22,7.0,450.0,0.0,?,?,?,?,?,127.28,?,3.0,6155.91,66.06,5.94,?,0.0,0.0,0
1.0,109.0,441.43,?,?,52.11,16.85,7067.0,0.32,?,0.34,?,?,0.24,?,11.66,7.28,0.78,0.34,0.4,?,0.75,239.69,0.18,?,?,?,?,?,1.22,?,1.22,53.0,2790.0,0.0,56.57,?,?,?,853.81,291.6,220.85,?,27407.5,65.9,7.55,?,0.0,?,1
?,67.0,?,566.96,?,?,?,4187.0,?,?,0.26,0.27,0.35,?,?,?,14.72,?,0.24,?,?,0.87,?,?,3.83,?,?,?,?,1.22,0.0,1.22,?,?,?,32.3,?,73.0,2101.07,?,176.72,88.6,11.89,?,?,6.42,?,0.0,?,1
?,183.0,?,309.86,135.0,54.2,18.6,?,?,159.5,0.35,0.42,0.56,0.3,?,?,?,?,0.31,0.4,?,?,239.69,0.18,3.83,1.55,?,?,-0.22,1.22,0.0,1.22,61.0,3060.0,?,?,?,?,2672.86,636.4,?,145.92,7.74,28174.27,65.92,7.65,1482300,0.0,?,1
4.0,51.0,?,421.24,157.0,60.1,19.67,?,0.33,112.3,0.31,0.36,0.47,0.27,0.2,?,?,0.9,0.31,0.35,69.09,0.87,?,?,?,0.73,3.49,-2.82,?,1.22,?,1.22,20.0,?,?,?,?,73.0,?,?,?,?,?,30049.65,?,?,413100,0.0,?,0
?,709.0,?,?,73.0,67.61,17.02,?,?,351.1,?,?,1.03,0.12,0.92,37.73,?,1.02,0.22,?,?,0.98,239.69,0.18,3.83,?,?,-0.86,-0.26,1.22,0.0,1.22,112.0,6390.0,?,46.58,?,?,3560.41,2362.39,1665.51,474.04,2.14,5181.74,?,5.85,5742900,0.0,0.0,0
?,?,?,490.65,3.0,69.59,15.0,1260.0,0.21,?,?,?,0.21,?,?,?,?,1.05,0.16,?,?,1.01,239.69,?,3.83,2.55,10.13,?,?,1.22,0.86,0.36,?,630.0,?,11.53,?,?,900.0,?,54.0,?,?,6133.44,?,6.35,137700,?,?,0
7.0,171.0,?,552.99,129.0,69.72,15.16,?,0.22,147.8,?,0.22,?,?,?,?,22.71,1.05,?,0.22,69.09,?,?,0.18,3.83,0.56,4.02,-1.45,?,1.22,0.0,?,?,?,?,63.44,?,?,2052.32,1532.64,725.34,414.64,2.83,?,66.11,6.33,1385100,0.0,?,0
?,670.0,?,585.25,125.0,73.89,?,?,0.17,355.8,?,?,0.88,?,0.76,49.24,?,?,?,?,69.09,1.07,?,0.18,3.83,0.6,?,?,-0.25,?,0.0,1.22,100.0,6210.0,?,42.88,102.0,?,4269.07,?,1134.59,340.8,3.76,3741.34,?,?,5427000,0.0,0.0,0
?,85.0,?,?,140.0,70.85,11.28,?,0.16,148.8,?,?,?,0.13,?,?,37.61,?,0.16,?,69.09,1.03,239.69,?,3.83,0.59,2.73,?,?,1.22,0.0,?,30.0,1620.0,?,?,102.0,?,1279.14,?,323.98,87.51,?,6376.53,65.98,6.22,688500,0.0,0.0,0
?,?,?,?,110.0,73.65,12.99,5219.0,0.18,167.6,?,?,?,?,0.16,?,37.58,?,0.16,?,69.09,?,?,0.18,?,?,?,?,-0.21,1.22,0.0,1.22,32.0,?,0.0,?,?,73.0,1423.02,969.33,?,233.37,?,?,?,?,?,0.0,0.0,0
?,39.0,?,306.41,174.0,57.23,15.21,2885.0,0.27,?,?,0.35,?,0.26,?,?,?,?,0.3,?,?,0.83,239.69,?,3.83,1.05,?,?,?,1.23,0.0,1.23,?,?,?,?,?,?,?,180.0,?,58.54,?,26410.73,?,7.43,315900,?,?,0
?,29.0,454.66,624.0,?,?,16.89,?,0.3,?,?,0.38,0.5,0.25,?,?,8.09,0.84,0.32,?,?,0.81,?,0.18,3.83,0.59,3.28,-3.53,?,1.22,?,1.22,19.0,?,0.0,?,102.0,?,?,?,170.58,61.45,4.51,22517.01,?,?,?,?,0.0,1
?,?,77.4,?,158.0,68.18,?,?,0.23,?,?,0.24,?,0.16,?,?,18.88,?,0.22,0.24,?,0.99,?,0.18,3.83,1.03,5.05,?,?,1.22,?,1.22,34.0,?,?,36.0,?,?,?,371.08,186.06,89.49,?,?,66.2,?,542700,?,0.0,0
?,79.0,?,?,?,71.53,?,?,0.17,?,0.18,0.2,0.29,?,0.16,?,?,?,?,0.19,?,1.04,239.69,0.18,3.83,?,?,?,-0.43,?,0.0,?,31.0,?,?,27.46,102.0,73.0,1629.97,547.45,316.9,?,?,3360.54,?,6.03,639900,0.0,0.0,0
?,?,?,?,?,72.61,16.89,1482.0,?,180.4,?,?,0.26,?,0.12,?,?,?,0.22,?,69.09,1.05,239.69,?,3.83,?,?,-0.98,-0.38,?,?,?,?,?,?,8.22,?,73.0,?,?,?,?,?,9412.12,?,6.18,?,?,0.0,0
?,18.0,?,556.61,76.0,69.22,10.98,?,?,100.9,0.16,?,?,?,?,?,47.47,1.04,?,?,?,?,?,?,?,?,2.36,?,-0.15,?,?,1.09,12.0,?,0.0,?,102.0,?,?,?,?,52.39,?,?,66.07,5.95,145800,?,0.0,0
17.0,162.0,?,?,?,70.65,15.7,5362.0,?,244.7,0.31,0.37,?,0.13,0.82,?,25.06,?,0.22,?,69.09,1.02,239.69,0.18,?,?,?,?,-0.32,?,0.0,?,32.0,1890.0,0.0,?,?,?,1288.6,?,878.29,255.81,1.47,?,?,5.94,1312200,?,0.0,1
?,33.0,?,559.45,?,62.0,16.21,?,0.26,103.5,?,0.27,0.36,0.19,0.17,?,13.69,0.93,?,?,69.09,0.9,?,0.18,?,?,?,?,?,1.22,?,1.22,17.0,?,?,?,?,73.0,?,524.79,223.29,184.44,4.15,?,?,?,267300,?,?,0
?,?,?,?,?,?,?,1498.0,?,?,?,0.29,?,0.2,?,19.65,?,0.9,?,0.29,69.09,0.86,239.69,0.18,3.83,?,2.57,-2.75,?,?,0.0,1.22,?,?,?,14.58,?,?,917.82,180.0,?,70.99,?,16191.36,?,?,153900,0.0,?,0
?,141.0,?,?,?,?,12.69,6394.0,0.18,178.6,?,?,?,0.11,0.17,?,25.87,1.04,?,0.21,?,1.0,239.69,0.18,?,0.4,3.55,?,?,1.22,?,1.22,?,2430.0,?,35.8,?,?,1553.64,1288.6,?,?,2.55,3771.14,66.25,?,1142100,0.0,?,0
?,?,112.12,?,?,52.82,12.1,1244.0,?,110.7,0.31,?,?,0.26,0.11,12.17,10.14,0.79,0.3,0.32,?,?,?,0.18,3.83,1.06,2.91,?,?,1.22,0.0,1.22,?,540.0,?,11.24,102.0,?,?,180.0,?,?,5.66,3797.74,66.17,6.21,?,?,0.0,0
22.0,159.0,?,612.79,?,73.32,15.7,5923.0,0.21,217.4,0.28,?,0.91,?,0.76,?,?,?,0.22,?,?,1.06,?,0.18,3.83,0.64,?,?,-0.22,1.09,0.0,?,?,?,?,?,?,73.0,1049.57,1173.46,?,341.8,1.3,4372.48,66.14,5.87,1287900,?,0.0,0
?,29.0,146.31,614.24,148.0,74.55,11.46,2345.0,0.15,100.2,?,0.19,?,?,?,37.28,?,1.12,?,?,?,?,?,0.18,3.83,0.59,?,-1.47,?,?,0.0,1.22,13.0,810.0,?,23.41,?,?,?,?,101.82,?,?,?,?,6.31,234900,0.0,?,0
?,?,?,594.59,171.0,70.07,12.78,3864.0,?,123.7,0.18,?,?,0.13,0.12,39.35,28.66,1.05,?,?,?,1.01,?,?,?,0.86,3.76,?,-0.52,1.22,?,?,26.0,1710.0,?,31.24,?,?,?,458.91,238.49,136.01,5.34,3607.63,66.15,6.13,?,0.0,?,0
?,18.0,?,?,175.0,66.5,9.8,1461.0,?,?,?,0.25,?,0.2,?,?,16.75,?,?,0.25,?,0.96,?,0.18,?,?,?,-2.14,-0.74,1.22,?,1.22,11.0,630.0,?,14.64,?,?,630.0,180.0,115.71,?,5.44,?,?,?,145800,?,0.0,0
?,31.0,?,478.87,?,70.06,16.34,?,0.23,146.4,0.4,?,0.91,0.14,0.77,26.02,?,?,0.32,0.43,69.09,1.01,?,?,?,0.4,?,-0.7,?,?,?,1.09,?,?,?,?,?,73.0,?,371.08,?,?,3.82,?,65.97,?,251100,?,?,0
?,33.0,?,512.15,?,74.64,?,2530.0,?,?,?,?,?,?,?,?,45.52,1.12,?,?,69.09,1.08,239.69,0.18,3.83,0.24,?,-0.87,?,?,?,1.22,16.0,900.0,?,?,?,?,720.0,?,?,48.11,4.0,4384.37,?,5.97,267300,?,0.0,0
?,?,?,?,149.0,65.94,?,?,0.28,?,?,0.28,?,0.19,?,20.74,?,0.99,0.25,?,69.09,0.95,239.69,0.18,3.83,0.74,?,?,-0.39,?,?,1.22,?,1350.0,0.0,?,102.0,?,1173.46,324.5,193.37,?,?,?,?,6.32,388800,0.0,0.0,0
29.0,32.0,?,543.84,168.0,70.25,11.38,?,?,110.5,?,?,0.27,?,?,49.32,24.21,1.06,?,0.21,69.09,1.02,239.69,0.18,3.83,0.39,?,?,-0.58,1.22,?,?,?,?,?,21.22,102.0,?,?,?,142.5,?,?,4320.54,?,6.15,259200,0.0,0.0,0
?,23.0,?,454.48,140.0,67.09,15.62,?,?,133.8,?,?,?,0.22,?,19.57,?,1.01,0.26,0.29,?,0.97,?,0.18,?,0.78,3.27,?,?,?,0.0,1.22,10.0,540.0,?,10.4,?,?,509.12,?,159.1,63.64,3.2,33913.51,?,?,186300,0.0,0.0,0
31.0,15.0,?,663.07,?,62.73,?,?,?,110.4,0.22,?,?,0.19,?,?,14.95,?,0.22,?,69.09,?,?,?,3.83,0.02,?,?,?,1.22,?,?,12.0,?,0.01,?,?,?,524.79,?,?,?,4.12,4529.54,66.27,6.27,121500,0.0,?,0
?,31.0,45.94,613.35,?,72.68,?,1535.0,0.12,163.6,0.17,?,0.18,0.12,?,?,?,?,?,?,?,?,?,?,3.83,0.28,?,?,-0.48,1.22,?,1.22,?,?,?,9.38,?,?,?,?,345.0,?,?,?,66.16,?,251100,?,?,0
33.0,17.0,110.18,?,179.0,65.65,8.11,1334.0,?,103.2,?,?,0.28,?,0.13,40.19,?,0.99,0.18,?,69.09,?,?,?,3.83,?,3.41,-1.45,-0.73,?,0.0,1.22,9.0,630.0,?,?,?,?,720.0,?,?,?,?,?,66.11,6.25,?,?,?,0
34.0,13.0,?,580.92,?,61.69,6.99,847.0,?,?,?,0.2,?,?,0.03,35.37,24.14,?,?,?,?,?,?,0.18,3.83,?,?,?,?,1.09,0.0,1.09,9.0,?,?,?,102.0,73.0,?,?,126.0,49.3,?,3414.04,66.12,6.05,105300,0.0,0.0,0
?,?,?,626.25,114.0,74.7,?,?,0.22,98.7,?,?,?,?,?,?,25.73,?,?,?,69.09,?,?,0.18,?,0.93,?,?,-0.29,?,0.0,?,14.0,?,0.01,?,102.0,?,569.21,201.25,?,?,4.11,?,?,6.17,?,0.0,?,0
?,23.0,?,481.09,159.0,?,13.3,?,?,113.5,?,?,?,?,?,32.7,?,1.03,0.19,?,?,?,?,?,3.83,1.62,?,?,?,?,0.0,1.22,14.0,900.0,?,14.45,?,?,569.21,?,?,53.74,4.11,?,66.01,6.3,?,0.0,?,0
?,33.0,?,622.15,?,70.21,11.03,2366.0,0.16,113.0,?,?,?,?,0.14,59.76,?,1.06,?,?,?,?,?,0.18,?,?,3.33,?,-0.14,1.09,?,1.09,19.0,1170.0,0.0,?,?,73.0,?,?,?,?,?,?,66.16,5.91,267300,0.0,0.0,0
?,15.0,?,582.13,156.0,73.27,12.11,1080.0,?,?,0.14,0.15,?,?,?,53.18,46.5,1.1,0.14,?,?,1.06,?,?,3.83,0.86,?,?,-0.49,?,?,1.09,14.0,?,0.01,?,?,?,?,201.25,105.89,?,6.47,?,66.11,?,?,?,?,0
39.0,46.0,?,?,142.0,?,16.65,?,?,155.1,?,?,?,0.13,0.13,?,?,1.03,?,?,69.09,?,?,0.18,3.83,1.94,?,?,?,1.22,0.0,1.22,18.0,1080.0,?,15.5,?,?,?,509.12,328.84,196.33,?,3406.44,?,5.98,?,?,0.0,0
40.0,23.0,?,?,178.0,71.91,11.56,?,0.16,110.0,?,0.18,?,0.15,?,41.4,32.56,1.08,?,?,?,?,?,?,?,1.52,5.11,?,-0.56,1.22,?,1.22,10.0,810.0,0.0,15.4,?,?,?,180.0,?,?,3.27,?,66.07,6.06,186300,?,0.0,0
?,?,?,?,140.0,?,12.8,?,?,188.5,?,?,0.23,?,0.13,48.57,38.27,1.15,?,?,?,1.1,?,?,?,?,?,?,?,1.22,0.0,?,?,1890.0,?,?,?,?,1659.52,?,389.98,?,?,?,?,6.09,874800,0.0,0.0,0
42.0,18.0,?,?,159.0,?,?,?,0.12,?,0.15,0.16,?,?,?,51.32,42.36,1.1,?,0.16,69.09,1.06,239.69,?,3.83,?,?,?,?,1.22,0.0,?,?,1170.0,?,?,102.0,?,?,201.25,148.25,?,3.27,?,?,6.0,?,?,0.0,0
43.0,?,445.21,654.64,?,82.64,21.51,?,?,130.6,?,?,0.25,?,?,?,?,?,?,?,69.09,?,?,?,3.83,1.08,?,?,-0.48,1.22,?,1.22,7.0,360.0,?,?,102.0,73.0,?,?,184.87,97.39,?,22431.39,?,?,113400,0.0,0.0,0
?,?,?,624.34,166.0,71.7,?,?,?,163.5,?,0.2,?,?,?,40.06,?,1.08,?,?,?,1.04,?,0.18,?,?,?,-1.01,?,1.22,?,1.22,25.0,?,?,15.15,102.0,?,917.82,371.08,?,73.6,?,?,?,5.97,?,?,0.0,0
?,11.0,?,?,109.0,67.64,?,937.0,?,?,0.18,?,0.21,0.17,?,?,26.71,?,0.18,?,?,0.98,?,0.18,3.83,0.3,?,-1.32,-0.3,?,0.0,1.09,?,540.0,0.01,?,102.0,?,284.6,90.0,?,?,3.16,?,66.24,?,?,?,0.0,0
46.0,?,153.39,464.39,?,70.33,?,1228.0,?,118.7,?,0.24,?,0.18,?,27.44,?,?,?,?,?,1.02,239.69,0.18,3.83,1.43,?,?,?,?,?,1.22,9.0,630.0,0.0,?,102.0,73.0,?,?,?,82.45,?,8227.75,?,6.48,?,0.0,0.0,0
?,?,?,460.62,159.0,68.62,?,1027.0,?,?,?,?,?,?,?,36.41,31.53,1.03,?,?,?,0.99,239.69,?,3.83,?,2.51,?,-0.54,1.22,?,1.22,?,630.0,?,?,?,?,484.66,201.25,94.25,71.39,5.14,?,65.99,?,105300,0.0,0.0,0
?,13.0,89.92,?,?,66.69,?,1064.0,0.15,?,?,?,0.22,?,?,47.18,?,1.0,?,?,69.09,0.97,?,0.18,3.83,?,4.27,?,?,?,?,1.22,?,?,0.0,10.75,?,?,458.91,?,?,?,?,4412.35,?,6.2,105300,?,?,0
49.0,21.0,41.86,537.0,?,68.43,15.1,1445.0,0.22,?,?,0.18,0.2,?,?,?,29.23,1.03,?,?,?,0.99,?,0.18,3.83,?,?,?,?,?,0.0,1.22,?,540.0,?,?,?,?,?,360.0,?,?,3.16,3580.89,66.06,?,170100,?,0.0,0
?,?,?,428.5,141.0,69.67,?,831.0,?,117.0,?,?,?,?,?,?,20.73,?,0.21,?,?,1.01,?,0.18,3.83,?,4.24,?,?,1.22,?,1.22,?,?,0.0,?,102.0,?,?,127.28,63.64,90.0,?,29232.18,66.12,7.88,97200,?,?,0
51.0,?,?,659.17,179.0,70.96,13.7,1461.0,?,?,?,?,0.22,?,?,?,?,?,0.19,0.2,?,?,?,0.18,?,?,2.93,-1.76,?,1.22,?,?,?,810.0,?,?,?,?,630.0,?,?,109.35,?,?,66.27,6.36,186300,0.0,?,0
52.0,18.0,?,?,26.0,66.61,?,974.0,?,?,?,?,?,?,?,35.93,?,1.0,?,?,?,0.96,?,0.18,3.83,0.46,?,?,-0.52,1.1,?,1.1,?,?,?,?,102.0,?,?,284.6,?,69.35,2.59,11048.85,65.81,?,145800,?,0.0,0
53.0,?,?,?,?,71.46,?,1625.0,0.15,129.6,0.4,0.5,0.87,0.16,0.71,?,?,?,0.33,?,?,1.03,?,0.18,3.83,?,4.0,?,-0.38,?,?,1.22,?,810.0,?,12.54,?,?,?,?,?,?,1.29,?,65.98,5.98,210600,0.0,?,0
?,14.0,?,355.07,?,70.14,?,974.0,0.12,?,?,?,?,0.14,?,71.21,36.9,1.05,0.14,0.17,69.09,?,?,0.18,3.83,?,?,-1.01,-0.58,1.1,?,1.1,?,?,?,?,?,?,?,?,144.0,49.3,?,?,65.81,6.15,113400,0.0,?,0
55.0,14.0,?,?,?,68.93,?,974.0,?,116.4,0.19,0.19,?,0.13,?,48.63,?,1.04,?,?,?,1.0,?,0.18,?,0.2,2.45,-1.77,?,1.09,0.0,1.09,8.0,?,?,8.37,?,73.0,381.84,127.28,?,73.48,?,4373.08,66.25,6.31,113400,?,0.0,0
?,?,?,640.1,149.0,73.9,?,?,?,95.6,?,0.18,?,?,0.05,?,?,?,?,?,69.09,1.07,239.69,0.18,3.83,0.55,?,-1.36,?,1.22,?,?,?,630.0,?,?,?,73.0,402.49,?,?,?,?,3208.91,66.23,6.2,81000,0.0,0.0,0
?,15.0,99.27,?,167.0,71.27,?,?,?,?,0.17,0.18,?,0.16,?,?,31.31,1.07,?,0.18,69.09,?,239.69,0.18,3.83,0.98,3.67,-1.42,?,1.22,?,1.22,9.0,?,0.01,?,?,?,?,?,?,?,3.64,?,?,6.17,121500,?,?,0
?,15.0,44.27,631.53,100.0,71.33,?,1191.0,?,102.0,?,?,?,0.13,?,?,?,1.07,?,0.16,?,1.03,?,?,3.83,0.49,2.35,-0.93,-0.17,1.09,?,?,?,?,0.01,?,102.0,73.0,270.0,?,180.0,?,1.5,3452.52,?,?,?,?,?,0
?,?,?,?,?,69.75,?,?,?,?,0.2,?,?,?,?,?,?,1.05,?,0.2,?,?,?,?,?,?,2.94,-1.41,-0.45,1.09,?,1.09,5.0,450.0,0.0,8.04,?,73.0,324.5,127.28,?,?,3.82,?,?,6.22,97200,?,0.0,0
60.0,17.0,?,?,136.0,71.76,21.29,1339.0,0.3,?,0.27,0.27,?,0.2,?,?,14.8,1.08,0.27,0.27,69.09,1.04,239.69,0.18,3.83,?,3.03,?,-0.34,?,0.0,1.09,8.0,540.0,?,?,?,?,509.12,127.28,?,63.64,?,27574.13,?,7.51,137700,?,0.0,0
?,22.0,?,459.91,126.0,73.86,15.03,1699.0,0.2,104.9,?,?,?,?,?,29.92,?,?,?,?,?,1.07,?,?,3.83,?,3.01,-1.39,?,1.1,0.0,?,?,810.0,0.0,?,102.0,?,?,?,115.81,?,4.53,?,65.99,6.42,178200,?,0.0,0
?,11.0,19.91,?,?,74.27,?,847.0,0.12,105.2,?,?,0.2,?,?,88.87,53.93,1.12,0.12,?,?,1.07,239.69,0.18,3.83,0.93,?,?,?,?,0.87,0.36,?,540.0,0.01,8.05,?,?,540.0,?,?,?,?,?,?,6.34,89100,?,?,0
?,?,114.2,?,172.0,74.27,?,1191.0,0.13,?,?,?,?,?,?,?,?,1.12,0.15,0.17,?,1.07,?,?,3.83,0.47,1.71,?,?,1.22,?,?,?,?,?,?,102.0,?,636.4,180.0,?,?,7.07,?,?,6.2,121500,?,?,0
?,?,33.5,?,?,?,11.59,1355.0,?,119.6,0.17,?,0.26,?,?,?,28.72,?,?,?,?,1.01,?,0.18,3.83,2.54,10.28,?,-0.41,?,0.0,?,?,?,?,?,?,?,?,270.0,270.0,?,1.0,8856.63,?,?,162000,0.0,?,0
65.0,?,?,?,147.0,?,?,1212.0,?,106.9,?,?,?,?,0.08,46.36,28.58,?,?,?,?,1.0,?,0.18,3.83,?,?,?,?,1.22,0.0,1.22,6.0,?,?,11.33,?,?,402.49,?,159.1,63.64,2.53,?,?,6.5,?,0.0,?,0
66.0,10.0,?,282.6,?,73.1,15.69,?,0.21,?,0.25,0.34,0.91,0.17,0.74,?,?,?,0.25,0.34,69.09,?,?,0.18,3.83,?,?,?,-0.53,1.1,0.0,1.1,?,?,?,7.07,102.0,?,?,?,?,?,?,15637.46,65.71,6.2,?,?,0.0,0
?,?,?,524.77,179.0,69.92,11.49,?,?,108.1,?,?,?,0.15,0.09,?,33.02,1.05,?,?,?,1.01,?,0.18,3.83,0.88,2.71,?,?,1.09,?,1.09,7.0,?,?,?,102.0,73.0,?,?,?,?,3.57,?,66.03,5.96,105300,0.0,0.0,0
68.0,16.0,?,533.94,151.0,73.38,14.88,1011.0,?,128.2,?,0.2,0.23,?,?,45.26,?,1.1,?,?,69.09,1.06,239.69,?,3.83,2.35,9.09,?,?,1.09,0.0,?,7.0,540.0,?,7.89,?,?,?,?,132.44,94.93,3.04,3696.93,?,5.96,?,?,0.0,0
?,?,?,?,126.0,75.6,11.63,2387.0,?,?,?,0.19,0.26,?,?,?,?,?,?,?,69.09,1.09,?,?,?,0.35,?,?,-0.28,1.09,?,?,?,?,?,14.65,?,73.0,774.21,524.79,368.93,99.78,2.1,?,66.05,6.0,?,0.0,0.0,0
?,13.0,?,659.15,166.0,74.0,?,1011.0,0.12,?,?,?,?,0.14,?,47.54,?,?,?,?,?,1.07,239.69,?,?,?,?,?,?,1.22,0.0,1.22,?,540.0,0.01,?,?,73.0,?,?,67.5,86.17,?,?,?,?,105300,?,0.0,0
?,14.0,?,618.5,?,72.93,?,1027.0,0.17,?,?,0.18,?,0.15,?,32.58,29.17,1.1,?,?,69.09,1.06,?,0.18,?,?,2.61,?,-0.36,1.09,?,1.09,?,?,0.0,9.3,102.0,?,?,?,126.0,?,3.85,?,?,6.03,113400,0.0,0.0,0
